Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
34,4.073000,262144.000000,222482.125042,124059.000000
34,4.639000,32768.000000,119876.633707,77776.000000
34,5.649000,4096.000000,173737.572830,72650.000000
34,7.918000,512.000000,184201.236853,60965.000000
34,16.772000,64.000000,98186.450949,13431.000000
34,30.000000,6.000000,124325.193750,14987.000000
34,30.000000,9.000000,78202.796894,8361.000000
34,30.000000,12.000000,94818.923370,9868.000000
34,30.000000,15.000000,230656.870173,38654.000000
34,30.000000,18.000000,106797.575211,11476.000000
