Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
24,4.073000,262144.000000,566143.852141,284087.000000
24,4.639000,32768.000000,661040.488548,210007.000000
24,5.649000,4096.000000,1853113.097999,305351.000000
24,7.918000,512.000000,4701470.600949,298267.000000
24,16.772000,64.000000,11304987.989553,303792.000000
24,30.000000,6.000000,12492874.604127,304678.000000
24,30.000000,9.000000,12478125.940763,303433.000000
24,30.000000,12.000000,11780785.013254,304063.000000
24,30.000000,15.000000,10818929.596681,304823.000000
24,30.000000,18.000000,11017973.948949,306322.000000
