Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
40,4.073000,262144.000000,215773.088811,173704.000000
40,4.639000,32768.000000,87585.915934,70403.000000
40,5.649000,4096.000000,49658.966361,25464.000000
40,7.918000,512.000000,32024.852677,7307.000000
40,16.772000,64.000000,32349.088967,3058.000000
40,30.000000,6.000000,34329.950073,3839.000000
40,30.000000,9.000000,30176.802299,3241.000000
40,30.000000,12.000000,30284.073702,3313.000000
40,30.000000,15.000000,33156.972691,4946.000000
40,30.000000,18.000000,31337.215575,3678.000000
