Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
38,4.073000,262144.000000,40302.956467,19503.000000
38,4.639000,32768.000000,83123.196726,50871.000000
38,5.649000,4096.000000,46012.052823,14893.000000
38,7.918000,512.000000,42692.723478,10494.000000
38,16.772000,64.000000,38117.608595,4542.000000
38,30.000000,6.000000,45186.362378,5124.000000
38,30.000000,9.000000,39001.129471,4080.000000
38,30.000000,12.000000,32689.854909,2594.000000
38,30.000000,15.000000,37817.202699,4797.000000
38,30.000000,18.000000,34052.999736,4422.000000
