Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
36,4.073000,262144.000000,36481.603295,13056.000000
36,4.639000,32768.000000,95396.735620,48467.000000
36,5.649000,4096.000000,75406.733612,22733.000000
36,7.918000,512.000000,78621.482580,16456.000000
36,16.772000,64.000000,53411.704485,5624.000000
36,30.000000,6.000000,54083.104793,6878.000000
36,30.000000,9.000000,59853.471445,7048.000000
36,30.000000,12.000000,71799.810313,9811.000000
36,30.000000,15.000000,65496.122038,9448.000000
36,30.000000,18.000000,72112.478982,7826.000000
