Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
36,4.073000,262144.000000,250755.520819,168244.000000
36,4.639000,32768.000000,85962.368592,40509.000000
36,5.649000,4096.000000,62275.067788,24025.000000
36,7.918000,512.000000,83510.195396,24199.000000
36,16.772000,64.000000,58077.200638,9318.000000
36,30.000000,6.000000,49213.443743,4705.000000
36,30.000000,9.000000,61397.727947,6078.000000
36,30.000000,12.000000,59495.734696,8548.000000
36,30.000000,15.000000,57625.192980,7424.000000
36,30.000000,18.000000,86421.885816,11962.000000
