Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
20,4.073000,262144.000000,1317025.890391,268642.000000
20,4.639000,32768.000000,2131444.043031,308768.000000
20,5.649000,4096.000000,3124191.995746,294234.000000
20,7.918000,512.000000,6524303.683822,296246.000000
20,16.772000,64.000000,13535637.201160,303895.000000
20,30.000000,6.000000,14605013.769270,303317.000000
20,30.000000,9.000000,14266140.317697,303051.000000
20,30.000000,12.000000,13479936.117058,302464.000000
20,30.000000,15.000000,12954238.533280,301854.000000
20,30.000000,18.000000,12852298.825347,304656.000000
