Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
32,4.073000,262144.000000,112189.026134,69236.000000
32,4.639000,32768.000000,310940.812300,228786.000000
32,5.649000,4096.000000,186638.413067,81693.000000
32,7.918000,512.000000,523074.838421,148406.000000
32,16.772000,64.000000,307208.060243,42713.000000
32,30.000000,6.000000,213289.295936,17955.000000
32,30.000000,9.000000,376965.472772,64439.000000
32,30.000000,12.000000,181946.546164,25704.000000
32,30.000000,15.000000,277822.705703,36911.000000
32,30.000000,18.000000,193585.572949,25365.000000
