Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
26,4.073000,262144.000000,125811.213105,105124.000000
26,4.639000,32768.000000,821384.455631,260710.000000
26,5.649000,4096.000000,1304951.606107,296415.000000
26,7.918000,512.000000,4350051.201975,310931.000000
26,16.772000,64.000000,9992625.974636,303120.000000
26,30.000000,6.000000,11473812.466224,302758.000000
26,30.000000,9.000000,11040452.453909,302716.000000
26,30.000000,12.000000,10255625.044607,304178.000000
26,30.000000,15.000000,9906934.147218,305491.000000
26,30.000000,18.000000,9638422.319537,307944.000000
