Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
38,4.073000,262144.000000,50804.392694,42924.000000
38,4.639000,32768.000000,89390.248098,65076.000000
38,5.649000,4096.000000,107449.070373,44599.000000
38,7.918000,512.000000,45247.465730,10230.000000
38,16.772000,64.000000,38454.729488,5484.000000
38,30.000000,6.000000,40229.145902,4122.000000
38,30.000000,9.000000,35950.394448,3531.000000
38,30.000000,12.000000,36302.244269,3469.000000
38,30.000000,15.000000,34301.153814,3785.000000
38,30.000000,18.000000,42255.503180,4734.000000
