Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
38,4.073000,262144.000000,59720.065522,31435.000000
38,4.639000,32768.000000,63514.689828,31623.000000
38,5.649000,4096.000000,45217.046642,14799.000000
38,7.918000,512.000000,31706.401704,6414.000000
38,16.772000,64.000000,39296.724838,4510.000000
38,30.000000,6.000000,40414.669379,3397.000000
38,30.000000,9.000000,38975.854936,4368.000000
38,30.000000,12.000000,37540.661502,3361.000000
38,30.000000,15.000000,38920.347198,3952.000000
38,30.000000,18.000000,43025.112911,6077.000000
