Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
36,4.073000,262144.000000,118781.164883,71967.000000
36,4.639000,32768.000000,125040.199400,54545.000000
36,5.649000,4096.000000,156074.834631,78607.000000
36,7.918000,512.000000,62023.614761,12021.000000
36,16.772000,64.000000,64020.044088,8942.000000
36,30.000000,6.000000,54667.130966,5797.000000
36,30.000000,9.000000,55840.456741,9167.000000
36,30.000000,12.000000,61399.163268,5674.000000
36,30.000000,15.000000,57288.361986,8530.000000
36,30.000000,18.000000,68569.862206,7334.000000
