Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
26,4.073000,262144.000000,760457.609195,395493.000000
26,4.639000,32768.000000,672384.353780,342191.000000
26,5.649000,4096.000000,1201067.802219,275434.000000
26,7.918000,512.000000,3441567.550612,302911.000000
26,16.772000,64.000000,9804818.063978,303491.000000
26,30.000000,6.000000,11116069.544415,303804.000000
26,30.000000,9.000000,11299079.472221,305143.000000
26,30.000000,12.000000,10208596.029021,303552.000000
26,30.000000,15.000000,9330001.556293,304419.000000
26,30.000000,18.000000,10123441.044432,309731.000000
