Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
36,4.073000,262144.000000,78539.987949,58829.000000
36,4.639000,32768.000000,126343.471181,94562.000000
36,5.649000,4096.000000,142512.081211,45227.000000
36,7.918000,512.000000,86317.490725,26954.000000
36,16.772000,64.000000,47730.912908,4571.000000
36,30.000000,6.000000,52243.768604,6303.000000
36,30.000000,9.000000,49736.404142,4927.000000
36,30.000000,12.000000,55225.881197,5597.000000
36,30.000000,15.000000,59470.368529,6648.000000
36,30.000000,18.000000,78701.997992,9019.000000
