Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
20,4.073000,262144.000000,902720.714792,283705.000000
20,4.639000,32768.000000,1763260.976192,249681.000000
20,5.649000,4096.000000,3853655.603476,313032.000000
20,7.918000,512.000000,6745459.439830,301855.000000
20,16.772000,64.000000,13547153.117746,304122.000000
20,30.000000,6.000000,14598779.470066,305355.000000
20,30.000000,9.000000,13956136.638106,304288.000000
20,30.000000,12.000000,13406543.854371,303973.000000
20,30.000000,15.000000,13280801.017767,307136.000000
20,30.000000,18.000000,13020153.400902,307251.000000
