Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
30,4.073000,262144.000000,553112.682293,336294.000000
30,4.639000,32768.000000,367540.525259,244685.000000
30,5.649000,4096.000000,952524.834406,283898.000000
30,7.918000,512.000000,368018.959729,106746.000000
30,16.772000,64.000000,3170941.406798,240254.000000
30,30.000000,6.000000,5415694.974409,304022.000000
30,30.000000,9.000000,5771453.602337,259684.000000
30,30.000000,12.000000,4304842.003999,295573.000000
30,30.000000,15.000000,1958376.891901,260377.000000
30,30.000000,18.000000,3613878.275732,286448.000000
