Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
28,4.073000,262144.000000,328838.449688,199423.000000
28,4.639000,32768.000000,193684.418782,125817.000000
28,5.649000,4096.000000,659379.099182,216028.000000
28,7.918000,512.000000,2146144.681237,291848.000000
28,16.772000,64.000000,7090741.550976,291937.000000
28,30.000000,6.000000,9757638.752628,303561.000000
28,30.000000,9.000000,8012386.544116,299940.000000
28,30.000000,12.000000,7955044.117802,302632.000000
28,30.000000,15.000000,7257283.206627,299664.000000
28,30.000000,18.000000,7468939.407749,304138.000000
