Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
30,4.073000,262144.000000,705119.860866,392478.000000
30,4.639000,32768.000000,339172.681160,292801.000000
30,5.649000,4096.000000,665384.205955,311233.000000
30,7.918000,512.000000,652526.305282,108592.000000
30,16.772000,64.000000,4334523.185036,299432.000000
30,30.000000,6.000000,2330921.808951,141549.000000
30,30.000000,9.000000,5401501.870724,257792.000000
30,30.000000,12.000000,3761661.928636,227252.000000
30,30.000000,15.000000,4018216.259774,265928.000000
30,30.000000,18.000000,3084132.651943,199048.000000
