Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
30,4.073000,262144.000000,66247.980218,30147.000000
30,4.639000,32768.000000,376187.776480,247588.000000
30,5.649000,4096.000000,498347.811816,163994.000000
30,7.918000,512.000000,1151652.687989,266151.000000
30,16.772000,64.000000,4884618.141459,267319.000000
30,30.000000,6.000000,5442063.996400,302162.000000
30,30.000000,9.000000,4790537.436005,302264.000000
30,30.000000,12.000000,5719937.570264,285656.000000
30,30.000000,15.000000,6217847.093849,302933.000000
30,30.000000,18.000000,5258411.741829,305137.000000
