Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
38,4.073000,262144.000000,54727.284950,39214.000000
38,4.639000,32768.000000,35237.005293,18491.000000
38,5.649000,4096.000000,127433.970294,61296.000000
38,7.918000,512.000000,47187.397195,13946.000000
38,16.772000,64.000000,39072.672023,4718.000000
38,30.000000,6.000000,35456.144150,2782.000000
38,30.000000,9.000000,36785.489191,3258.000000
38,30.000000,12.000000,49795.831081,6275.000000
38,30.000000,15.000000,62212.539660,11512.000000
38,30.000000,18.000000,51132.337889,8847.000000
