Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
38,4.073000,262144.000000,87833.827817,48392.000000
38,4.639000,32768.000000,153452.233737,121626.000000
38,5.649000,4096.000000,54408.915758,21571.000000
38,7.918000,512.000000,48656.437354,11740.000000
38,16.772000,64.000000,34844.378958,3599.000000
38,30.000000,6.000000,42256.225092,4558.000000
38,30.000000,9.000000,39625.375102,4453.000000
38,30.000000,12.000000,39613.837532,4970.000000
38,30.000000,15.000000,35408.335798,3462.000000
38,30.000000,18.000000,37800.803827,6018.000000
