Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
20,4.073000,262144.000000,1505012.020622,367008.000000
20,4.639000,32768.000000,1698513.565057,289205.000000
20,5.649000,4096.000000,3555512.528861,294354.000000
20,7.918000,512.000000,6572290.043932,302128.000000
20,16.772000,64.000000,13731675.679031,303264.000000
20,30.000000,6.000000,14740017.185952,303578.000000
20,30.000000,9.000000,13855693.916510,304441.000000
20,30.000000,12.000000,13317482.083227,302778.000000
20,30.000000,15.000000,13138787.271540,305209.000000
20,30.000000,18.000000,12827702.068877,304248.000000
