Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
26,4.073000,262144.000000,220926.686389,130549.000000
26,4.639000,32768.000000,833678.771740,297652.000000
26,5.649000,4096.000000,1375104.968186,302882.000000
26,7.918000,512.000000,3797372.873524,298511.000000
26,16.772000,64.000000,10101532.163816,303063.000000
26,30.000000,6.000000,11000028.840630,301456.000000
26,30.000000,9.000000,10968670.826192,303125.000000
26,30.000000,12.000000,10217315.320033,301078.000000
26,30.000000,15.000000,10016187.532661,301619.000000
26,30.000000,18.000000,9596320.487839,307573.000000
