Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
40,4.073000,262144.000000,113523.869979,103437.000000
40,4.639000,32768.000000,51615.750619,42016.000000
40,5.649000,4096.000000,79245.664348,30049.000000
40,7.918000,512.000000,33802.667986,6003.000000
40,16.772000,64.000000,26862.240934,3062.000000
40,30.000000,6.000000,29634.501430,2821.000000
40,30.000000,9.000000,27435.950867,1922.000000
40,30.000000,12.000000,28640.226535,4825.000000
40,30.000000,15.000000,29071.066286,3609.000000
40,30.000000,18.000000,34393.704351,3715.000000
