Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
22,4.073000,262144.000000,552622.363088,247068.000000
22,4.639000,32768.000000,1062056.271091,254691.000000
22,5.649000,4096.000000,2838981.475754,302349.000000
22,7.918000,512.000000,5447164.516248,301542.000000
22,16.772000,64.000000,12730801.774229,304340.000000
22,30.000000,6.000000,13534421.310482,302391.000000
22,30.000000,9.000000,13489219.699436,305158.000000
22,30.000000,12.000000,12644738.808735,303409.000000
22,30.000000,15.000000,12201465.296682,301080.000000
22,30.000000,18.000000,11999344.787497,305093.000000
