Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
22,4.073000,262144.000000,1246308.572469,369889.000000
22,4.639000,32768.000000,1469710.792705,300033.000000
22,5.649000,4096.000000,2471248.814136,314284.000000
22,7.918000,512.000000,6096541.427963,305169.000000
22,16.772000,64.000000,12792020.603079,305713.000000
22,30.000000,6.000000,13700256.662757,302755.000000
22,30.000000,9.000000,12930842.841225,304143.000000
22,30.000000,12.000000,12655485.106621,303103.000000
22,30.000000,15.000000,12352700.136444,306485.000000
22,30.000000,18.000000,11778632.229258,305240.000000
