arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
20,100.000000,50,9804692.595488
20,500.000000,200,58780230.212778
20,2000.000000,800,246845484.258549
20,8.500000,262144,37439029.530869
20,9.800000,32768,48255499.906254
20,12.400000,4096,72773771.169996
20,18.900000,512,116526149.128441
20,60.000000,24,175909383.340214
20,60.000000,18,183655475.615130
20,60.000000,12,192890023.999741
20,56.300000,64,207087724.460478
