arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
26,100.000000,50,9629221.736128
26,500.000000,200,57567606.839608
26,2000.000000,800,242332437.502916
26,8.500000,262144,26141591.382808
26,9.800000,32768,35917022.139903
26,12.400000,4096,59002389.410491
26,18.900000,512,100852194.160140
26,60.000000,24,158165910.986010
26,60.000000,18,166026387.379784
26,60.000000,12,172607502.628042
26,56.300000,64,185279087.903624
