arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
22,100.000000,50,9874683.398138
22,2000.000000,800,240491404.055323
22,500.000000,200,59698662.755077
22,8.500000,262144,32919658.395541
22,9.800000,32768,46773709.887201
22,12.400000,4096,68581442.453320
22,18.900000,512,110734381.940942
22,60.000000,24,170028634.040210
22,60.000000,18,177705462.876468
22,60.000000,12,186471815.347245
22,56.300000,64,199554508.611755
