frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
1024,116116153.575488,114852446.533339,114192605.412163,109106571.688702,99208967.521081,64797630.247093,1258664.000000,1255423.000000,1258664.000000,1258664.000000,1224790.000000,1158483.000000
128,115941554.291282,113207278.345436,110788512.642731,105710571.514936,107114758.762210,102441327.886162,1221048.000000,1221048.000000,1212859.000000,1212859.000000,1212859.000000,1199884.000000
16384,116636012.061712,115426167.769234,115177080.667179,115051952.397726,113388843.494976,68322942.505048,1173751.000000,1173751.000000,1173751.000000,1173751.000000,1173751.000000,1173751.000000
16,3238047.172420,2877177.692022,2624707.471774,2169106.628618,1693899.496113,171910.905756,47614.000000,46316.000000,47614.000000,45981.000000,45981.000000,44489.000000
2048,9295409.722124,9068267.680140,8916704.479228,8424047.801324,7264397.310227,531826.548415,108866.000000,108871.000000,108871.000000,108123.000000,103543.000000,98648.000000
256,240090269.051656,238411685.653192,236508425.426817,238837766.678027,229537211.510088,148635584.347710,2484365.000000,2484365.000000,2453929.000000,2470294.000000,2453929.000000,2261258.000000
2,115011816.281221,109710649.426273,106136206.486377,98902806.991358,86557863.832012,64427799.512629,1229502.000000,1229502.000000,1229502.000000,1229502.000000,1229502.000000,1148746.000000
32768,218857473.798181,213363347.234054,213693590.187617,213619880.352930,217078431.867124,265440135.185050,2322223.000000,2291860.000000,2266110.000000,2266275.000000,2266262.000000,2345902.000000
32,229069675.024282,224158149.452219,221050692.119022,208364114.199971,195755936.742061,134447078.075849,2375531.000000,2375531.000000,2375531.000000,2375531.000000,2375531.000000,2305530.000000
4096,8385489.554080,8257112.541900,8154646.514196,8049409.493297,7912726.122248,5692972.612681,117274.000000,117274.000000,117803.000000,117912.000000,114968.000000,115114.000000
4,122160233.887730,118741937.945727,116189289.950145,108749946.126078,103434266.442888,60090887.732414,1298244.000000,1298244.000000,1298244.000000,1298244.000000,1281239.000000,1102818.000000
512,15183606.549930,14591422.311281,14495339.471190,13440983.565450,12584748.601525,287905.785553,149468.000000,149468.000000,149468.000000,149522.000000,149468.000000,108850.000000
64,235138204.054028,231544403.586768,226353717.126716,222713435.510388,214849195.862833,140262877.394192,2364083.000000,2365162.000000,2365162.000000,2365162.000000,2365162.000000,2231717.000000
65536,121164088.562154,110477965.841726,107750065.501692,105602605.910840,105163218.472426,104532061.303409,2379490.000000,2323349.000000,2323315.000000,2323230.000000,2323331.000000,2323351.000000
8192,266163955.701666,264721834.614796,264409095.128912,264875149.170577,264848072.761909,227116924.475258,2441013.000000,2441013.000000,2441013.000000,2441013.000000,2441013.000000,2441013.000000
8,127653624.717192,123782964.662490,122768906.403258,119155220.903665,115249697.371421,57504374.727787,1279818.000000,1279818.000000,1279818.000000,1279818.000000,1279818.000000,1116079.000000
