frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
1024,134697544.908539,132494603.638273,132527565.481692,128605787.817448,132938336.773274,123626620.161473,1329919.000000,1329919.000000,1339817.000000,1339817.000000,1343741.000000,1343741.000000
128,12637919.375844,12434738.026373,11853981.922266,11136067.541886,9480709.240210,343382.589712,160689.000000,160548.000000,160548.000000,160548.000000,156081.000000,157241.000000
16384,185181046.470864,172289577.681301,160694779.086215,142962951.071691,130347502.419576,95872800.689745,2660546.000000,2660546.000000,2660546.000000,2479999.000000,2479708.000000,2479985.000000
16,233691209.681000,227497620.221651,225843070.463155,220304540.941614,213586330.805212,136694471.895698,2319878.000000,2326165.000000,2326165.000000,2333316.000000,2333316.000000,2217824.000000
2048,4128086.853567,4030858.637696,3952520.407682,3853648.147555,4104555.483238,5207044.891755,42372.000000,42372.000000,42372.000000,42372.000000,42372.000000,42372.000000
256,3205180.512532,3060402.726762,2503305.927806,2036987.171002,2021801.639068,212219.966617,73998.000000,69512.000000,70113.000000,70113.000000,70113.000000,70113.000000
2,111051832.501945,105559391.647978,104210734.188577,99932460.692535,96586301.632679,58173411.424804,1171388.000000,1171388.000000,1171388.000000,1134507.000000,1134507.000000,1134451.000000
32768,9198327.683032,8947194.391215,8753994.638272,8582735.373878,8046399.350884,3049185.713839,144408.000000,144408.000000,144408.000000,144408.000000,144408.000000,128035.000000
32,4831977.042687,4625703.505255,4305364.324449,3919787.549530,3665133.802007,130947.032788,59865.000000,57717.000000,57717.000000,56050.000000,51871.000000,52729.000000
4096,96292039.312499,93908576.686115,93594279.525113,91520026.332784,88990640.006245,53486351.175136,1224385.000000,1224385.000000,1224385.000000,1224385.000000,1224385.000000,1129423.000000
4,2394998.240624,2253699.423550,2070611.288442,1674229.177697,1056451.368444,118280.564963,33503.000000,33503.000000,33698.000000,33698.000000,26220.000000,26210.000000
512,214206374.390982,206115548.785003,199433140.375218,200170545.401361,199138195.465917,129623429.659244,2376235.000000,2343024.000000,2358484.000000,2358484.000000,2376235.000000,2325946.000000
64,8424816.893398,7939883.248408,7752135.781094,7349856.180760,6655043.089715,227419.000884,107807.000000,107526.000000,107807.000000,107807.000000,107807.000000,107600.000000
65536,118651953.712773,116918722.933037,117791062.834152,113306076.330353,113734962.353125,46607436.070378,1275152.000000,1275152.000000,1275152.000000,1275152.000000,1275152.000000,845471.000000
8192,177502372.580225,170672942.875352,159577306.859531,136930309.810917,128070004.233611,102472475.309972,2480003.000000,2480003.000000,2480003.000000,2327497.000000,2285379.000000,2285116.000000
8,217179930.493622,210505435.293392,201687190.563022,191193603.889065,180607541.207920,156681430.325127,2298149.000000,2295351.000000,2298149.000000,2275791.000000,2275791.000000,2275791.000000
