frequency,RFDynamic_njobs100_mode0_L2_norm_flow_time,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode8_L2_norm_flow_time,RFDynamic_njobs100_mode16_L2_norm_flow_time,RFDynamic_njobs100_mode0_maximum_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode8_maximum_flow_time,RFDynamic_njobs100_mode16_maximum_flow_time
8,446105.914310,446105.914310,446105.914310,446105.914310,446105.914310,446105.914310,7964.000000,7964.000000,7964.000000,7964.000000,7964.000000,7964.000000
64,976866.672822,976866.672822,976866.672822,976866.672822,976866.672822,976866.672822,16876.000000,16876.000000,16876.000000,16876.000000,16876.000000,16876.000000
1024,745283.656641,745283.656641,745283.656641,745283.656641,745283.656641,745283.656641,14605.000000,14605.000000,14605.000000,14605.000000,14605.000000,14605.000000
16,377838.474992,377838.474992,377838.474992,377838.474992,377838.474992,377838.474992,9088.000000,9088.000000,9088.000000,9088.000000,9088.000000,9088.000000
512,919701.285097,919701.285097,919701.285097,919701.285097,919701.285097,919701.285097,16322.000000,16322.000000,16322.000000,16322.000000,16322.000000,16322.000000
128,959565.741705,959565.741705,959565.741705,959565.741705,959565.741705,959565.741705,14921.000000,14921.000000,14921.000000,14921.000000,14921.000000,14921.000000
2,260923.054736,260923.054736,260923.054736,260923.054736,260923.054736,260923.054736,4916.000000,4916.000000,4916.000000,4916.000000,4916.000000,4916.000000
32,914029.847544,914029.847544,914029.847544,914029.847544,914029.847544,914029.847544,15046.000000,15046.000000,15046.000000,15046.000000,15046.000000,15046.000000
8192,1016946.920759,1016946.920759,1016946.920759,1016946.920759,1016946.920759,1016946.920759,20215.000000,20215.000000,20215.000000,20215.000000,20215.000000,20215.000000
2048,1517718.462557,1517718.462557,1517718.462557,1517718.462557,1517718.462557,1517718.462557,21568.000000,21568.000000,21568.000000,21568.000000,21568.000000,21568.000000
16384,2067526.838619,2067526.838619,2067526.838619,2067526.838619,2067526.838619,2067526.838619,42512.000000,42512.000000,42512.000000,42512.000000,42512.000000,42512.000000
256,988186.870330,988186.870330,988186.870330,988186.870330,988186.870330,988186.870330,18209.000000,18209.000000,18209.000000,18209.000000,18209.000000,18209.000000
32768,2467005.199066,2467005.199066,2467005.199066,2467005.199066,2467005.199066,2467005.199066,45331.000000,45331.000000,45331.000000,45331.000000,45331.000000,45331.000000
4096,910190.073609,910190.073609,910190.073609,910190.073609,910190.073609,910190.073609,16076.000000,16076.000000,16076.000000,16076.000000,16076.000000,16076.000000
4,450991.197291,450991.197291,450991.197291,450991.197291,450991.197291,450991.197291,7685.000000,7685.000000,7685.000000,7685.000000,7685.000000,7685.000000
65536,2570329.554148,2570329.554148,2570329.554148,2570329.554148,2570329.554148,2570329.554148,36358.000000,36358.000000,36358.000000,36358.000000,36358.000000,36358.000000
