frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
8,275231.337162,275231.337162,275231.337162,275231.337162,275231.337162,275231.337162,6451.000000,6451.000000,6451.000000,6451.000000,6451.000000,6451.000000
8192,497446.476457,497446.476457,497446.476457,497446.476457,497446.476457,497446.476457,9593.000000,9593.000000,9593.000000,9593.000000,9593.000000,9593.000000
4,258492.143134,258492.143134,258492.143134,258492.143134,258492.143134,258492.143134,4291.000000,4291.000000,4291.000000,4291.000000,4291.000000,4291.000000
2,434643.131569,434643.131569,434643.131569,434643.131569,434643.131569,434643.131569,8493.000000,8493.000000,8493.000000,8493.000000,8493.000000,8493.000000
32,637327.863455,637327.863455,637327.863455,637327.863455,637327.863455,637327.863455,12825.000000,12825.000000,12825.000000,12825.000000,12825.000000,12825.000000
16,669597.246893,669597.246893,669597.246893,669597.246893,669597.246893,669597.246893,12332.000000,12332.000000,12332.000000,12332.000000,12332.000000,12332.000000
32768,1540682.960746,1540682.960746,1540682.960746,1540682.960746,1540682.960746,1540682.960746,34047.000000,34047.000000,34047.000000,34047.000000,34047.000000,34047.000000
65536,1891049.066381,1891049.066381,1891049.066381,1891049.066381,1891049.066381,1891049.066381,43343.000000,43343.000000,43343.000000,43343.000000,43343.000000,43343.000000
1024,1429609.433878,1429609.433878,1429609.433878,1429609.433878,1429609.433878,1429609.433878,22304.000000,22304.000000,22304.000000,22304.000000,22304.000000,22304.000000
64,752527.217622,752527.217622,752527.217622,752527.217622,752527.217622,752527.217622,12809.000000,12809.000000,12809.000000,12809.000000,12809.000000,12809.000000
256,1017239.957198,1017239.957198,1017239.957198,1017239.957198,1017239.957198,1017239.957198,15703.000000,15703.000000,15703.000000,15703.000000,15703.000000,15703.000000
2048,879150.522043,879150.522043,879150.522043,879150.522043,879150.522043,879150.522043,19014.000000,19014.000000,19014.000000,19014.000000,19014.000000,19014.000000
128,1162148.666412,1162148.666412,1162148.666412,1162148.666412,1162148.666412,1162148.666412,19799.000000,19799.000000,19799.000000,19799.000000,19799.000000,19799.000000
512,1136843.214107,1136843.214107,1136843.214107,1136843.214107,1136843.214107,1136843.214107,19409.000000,19409.000000,19409.000000,19409.000000,19409.000000,19409.000000
4096,1436377.935861,1436377.935861,1436377.935861,1436377.935861,1436377.935861,1436377.935861,28054.000000,28054.000000,28054.000000,28054.000000,28054.000000,28054.000000
16384,2150166.500512,2150166.500512,2150166.500512,2150166.500512,2150166.500512,2150166.500512,35334.000000,35334.000000,35334.000000,35334.000000,35334.000000,35334.000000
