frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5640649.155589,292693.000000,444.812320
4,5725607.693731,304309.000000,13746.826361
8,5061244.218150,296325.000000,76.954532
16,4187575.648046,276570.000000,724.934480
32,6803259.428143,300195.000000,114881.987639
64,7122638.511220,306455.000000,300707.782199
128,7048665.968219,302652.000000,466309.149522
256,6644983.214925,306542.000000,782233.908626
512,6251003.336228,293473.000000,757492.993344
1024,6442077.202560,277678.000000,1155892.704337
2048,7588350.601013,292661.000000,866536.413102
4096,7398281.312680,306488.000000,1065688.752869
8192,6187356.557656,248502.000000,1898421.835216
16384,7157877.555639,293136.000000,2597477.149051
32768,6009983.717814,274365.000000,3682865.973449
65536,12549523.979672,302987.000000,12467162.046785
