frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4030241.872640,294986.000000,152.459831
4,4847690.200409,254677.000000,40254.171150
8,3918886.055972,206180.000000,68.483575
16,3822627.038070,304971.000000,50675.483905
32,5767644.047226,303755.000000,142078.953864
64,5658617.462282,257907.000000,238915.385543
128,6728207.909417,295908.000000,153104.526801
256,6667246.246333,302881.000000,253503.562085
512,7406813.507999,303471.000000,1483416.563998
1024,6380122.018795,301314.000000,1194612.454142
2048,6833341.244509,283613.000000,439940.151992
4096,7742293.699751,303378.000000,287961.676707
8192,6918181.611828,292721.000000,286788.825199
16384,6162282.651879,218344.000000,4543706.691959
32768,5057385.560059,207557.000000,2572751.011117
65536,4500925.063366,152063.000000,4320141.296891
