frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6012253.164299,308651.000000,113211.728407
4,4046015.914231,259299.000000,326.660374
8,1324256.163431,102658.000000,2116.187374
16,3389500.766570,235859.000000,109.877204
32,6914045.248948,303729.000000,203867.274725
64,5703082.190425,296927.000000,187009.683912
128,6574650.038029,305084.000000,415174.204723
256,7516708.055728,301922.000000,820489.796156
512,6213435.327286,302840.000000,479423.640686
1024,6797209.464043,295773.000000,607661.253473
2048,7632421.902395,290509.000000,2097179.547891
4096,9002457.641566,305453.000000,3257975.412030
8192,1630583.537449,184573.000000,949198.344747
16384,3539694.307874,211423.000000,1035692.801122
32768,7288560.738256,303093.000000,1275339.534807
65536,3168478.890539,135145.000000,2733560.795784
