frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5417591.055525,295022.000000,146.123236
4,2982223.373169,220779.000000,1483.836918
8,6648216.456311,280527.000000,11588.306088
16,5882940.714077,286558.000000,197576.002680
32,6833183.958121,291984.000000,331.394025
64,6242306.620301,300995.000000,148930.922400
128,6653127.017307,300581.000000,224545.789802
256,7560591.274889,294922.000000,447660.943234
512,7316986.948693,283174.000000,517444.259264
1024,8252786.694283,297369.000000,998670.800583
2048,6496699.521917,263922.000000,1870963.302287
4096,7304622.904488,243235.000000,1545341.651528
8192,5058594.314437,298612.000000,697342.123807
16384,7065743.840844,304110.000000,4321868.090030
32768,3673835.126232,280426.000000,2151253.415775
65536,9987036.803185,248433.000000,8586216.743606
