frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4914996.678213,297272.000000,0.000000
4,5343586.678453,305639.000000,0.000000
8,4529858.559288,282131.000000,0.000000
16,4422500.919843,294185.000000,0.000000
32,6783743.743040,308398.000000,0.000000
64,5723654.147030,286842.000000,0.000000
128,6265958.784447,307089.000000,0.000000
256,8094993.460211,304132.000000,0.000000
512,4842251.726514,267634.000000,0.000000
1024,8449909.614995,302203.000000,0.000000
2048,6938349.686024,294650.000000,0.000000
4096,5227524.116247,299264.000000,0.000000
8192,6638702.523605,305097.000000,0.000000
16384,5639603.512452,224955.000000,0.000000
32768,4296678.261394,191787.000000,0.000000
65536,9251024.814570,249298.000000,0.000000
