frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6473170.661698,304212.000000,110059.444720
4,2294114.256215,223383.000000,210.489905
8,4744440.649546,305525.000000,28435.786959
16,6155411.834826,285238.000000,101.439637
32,4320391.738178,280904.000000,238616.327352
64,4409460.229370,297655.000000,317088.384193
128,7945269.426510,303990.000000,82123.695965
256,7534233.714569,303820.000000,638288.926731
512,7560789.647242,301646.000000,1120852.914723
1024,5852061.294928,301129.000000,965689.565268
2048,8453365.448233,293046.000000,667563.593688
4096,3493122.219151,198973.000000,808123.013161
8192,9411768.240653,305568.000000,3578712.165133
16384,4721545.454008,251200.000000,3485169.964725
32768,10028102.947117,278352.000000,2440003.424976
65536,10154638.831570,241789.000000,9942045.006265
