frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4116221.448599,238512.000000,99861.004712
4,3313969.104593,298416.000000,276461.001376
8,4439897.905525,304044.000000,40.000000
16,4987217.816144,303075.000000,230403.000397
32,6984990.926117,305404.000000,139204.454771
64,6464512.370555,297405.000000,9766.815397
128,6902303.243016,302094.000000,398246.579076
256,8087381.358870,302373.000000,964058.670234
512,6879929.074351,282867.000000,1020303.819695
1024,8043792.366586,302690.000000,2154340.254434
2048,7723539.626034,304418.000000,2348813.626288
4096,7874626.220794,295368.000000,1933982.253640
8192,5501536.842034,220274.000000,850844.857762
16384,8770155.340460,304988.000000,3859461.501298
32768,6467739.186443,300975.000000,1516280.591192
65536,10076006.999364,303411.000000,4508397.199645
