frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5018219.317845,304832.000000,61.400326
4,5457114.224777,298911.000000,54099.033614
8,4483934.640694,257367.000000,197741.100293
16,5308616.886148,301135.000000,120651.233869
32,5461334.559279,297485.000000,383022.791110
64,5454483.737957,296946.000000,38870.674332
128,7752592.970309,304783.000000,506133.318144
256,6974858.989057,296124.000000,806774.279029
512,7385496.438381,304661.000000,693175.416356
1024,8025925.878844,302550.000000,1785318.915610
2048,7268326.247651,301425.000000,1691247.310794
4096,8256255.594378,289693.000000,3542769.176309
8192,6245659.080437,306254.000000,573864.930625
16384,6239184.769405,197341.000000,3134616.126027
32768,6936700.183467,276719.000000,5285393.551381
65536,9582959.781402,304882.000000,9109440.960417
