frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3304073.530743,231883.000000,0.000000
4,6660247.229127,302760.000000,0.000000
8,4803268.824451,268914.000000,0.000000
16,6622287.308035,301997.000000,0.000000
32,5748288.484784,275441.000000,0.000000
64,7581047.208868,302168.000000,0.000000
128,6689276.292285,291817.000000,0.000000
256,8377270.585215,300210.000000,0.000000
512,6832599.833468,301824.000000,0.000000
1024,7702477.146452,296115.000000,0.000000
2048,7831049.315095,294209.000000,0.000000
4096,8196117.525917,295554.000000,0.000000
8192,3007475.385697,123997.000000,0.000000
16384,6256801.635166,302997.000000,0.000000
32768,2897776.035591,123335.000000,0.000000
65536,10234225.210091,305455.000000,0.000000
