frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5162211.666369,302098.000000,34.510868
4,5181959.318229,292965.000000,104.704346
8,4858448.364464,292351.000000,391296.256895
16,2871257.017526,247185.000000,121042.188381
32,6018931.148402,305184.000000,190271.398413
64,7243361.825381,296391.000000,251702.005868
128,6806217.605447,307537.000000,436018.746549
256,7192906.369615,307761.000000,108057.542236
512,7203499.124073,305817.000000,561122.472277
1024,5815883.003961,292618.000000,836925.843289
2048,7521243.928516,290828.000000,1378918.802757
4096,8688963.124477,303892.000000,1099895.789776
8192,3592793.192022,305898.000000,1010465.507590
16384,5612681.147200,291226.000000,1164503.741910
32768,8220220.409635,277855.000000,1125114.100853
65536,4883426.707310,187460.000000,3391705.532219
