frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5471433.618517,280331.000000,115.801554
4,4542304.488846,250146.000000,213.412746
8,4605250.911622,275487.000000,53.535035
16,4836170.542745,300825.000000,369.320999
32,4729957.230707,301642.000000,101827.083819
64,7511480.239684,305861.000000,168657.976209
128,8761845.967281,307856.000000,668789.522103
256,4595482.767891,295152.000000,227517.389015
512,4717584.199596,293946.000000,38860.617918
1024,7160147.187710,300274.000000,179967.475406
2048,7516592.767242,275971.000000,1017904.259325
4096,6928394.548750,305126.000000,1633742.417296
8192,6511709.585370,290238.000000,1193290.240731
16384,6690548.162388,229182.000000,4353606.129155
32768,6796991.390163,282977.000000,3091230.183623
65536,11059962.249237,303857.000000,7151710.465544
