frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,2001426.864256,137074.000000,210.297408
4,5617247.626440,292523.000000,12125.059546
8,6086011.767878,292118.000000,95444.367691
16,5654089.304519,303166.000000,190973.006349
32,6116632.993462,302396.000000,128007.484434
64,6315182.161051,303608.000000,2341.390399
128,7290117.765269,300172.000000,318586.728804
256,7020384.036927,300587.000000,462424.999054
512,6770462.948867,298687.000000,566204.394465
1024,7693104.233634,307969.000000,1205690.979736
2048,6450008.296184,301077.000000,566025.223388
4096,7539089.824263,303656.000000,1115249.756442
8192,3257492.419667,218792.000000,412832.710303
16384,7580780.787181,303813.000000,4530876.025539
32768,8545670.076484,299006.000000,6699402.991136
65536,7501309.970428,252858.000000,4973059.792965
