frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3261735.916408,221682.000000,83541.065058
4,5907624.409518,305634.000000,1335.619332
8,2721906.209819,263165.000000,133900.265325
16,5562154.214231,280328.000000,80830.744751
32,6586219.699586,304599.000000,4091.437522
64,6983290.532258,306798.000000,97074.218869
128,6538632.539881,302487.000000,165242.600951
256,5605095.623627,303126.000000,610621.057371
512,6118301.349860,304086.000000,317178.055420
1024,4248687.568606,208384.000000,143813.785142
2048,7005504.580570,282907.000000,664380.687634
4096,6529717.038449,304567.000000,356365.917907
8192,7044650.402714,282082.000000,274368.130489
16384,9260710.908378,306346.000000,5851660.763906
32768,1137855.189474,95393.000000,0.000000
65536,9801176.079044,303486.000000,8182073.055317
