frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1807480.510160,147544.000000,4496.914387
4,3658981.265104,269165.000000,24826.309412
8,4478069.295012,263623.000000,24099.910684
16,6370954.217887,290837.000000,17024.823582
32,7152251.046051,305908.000000,201741.400860
64,4919277.821966,300327.000000,8385.864535
128,6448063.606868,302535.000000,600387.100613
256,6778443.942211,287720.000000,322705.833703
512,7259873.333300,302725.000000,96632.667939
1024,7650974.526030,294042.000000,849016.947234
2048,7655027.219001,300158.000000,2050792.463905
4096,8044795.678555,302651.000000,1354091.963513
8192,6269707.022061,281797.000000,4225754.465980
16384,3465050.383338,129841.000000,465375.205744
32768,9543628.279778,280657.000000,3307796.463015
65536,3281388.156494,180668.000000,2820985.759788
