frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5686645.079619,304001.000000,4927.117717
4,4397796.954889,298577.000000,717.435711
8,4375938.594228,275836.000000,62991.010605
16,6041600.312626,303523.000000,243796.090711
32,4492719.562078,261307.000000,160393.982275
64,8380242.959144,296165.000000,823192.082697
128,6845202.231823,296191.000000,598638.764847
256,7586423.504300,287335.000000,1187381.526960
512,5682322.225133,304013.000000,179414.131913
1024,4926309.685036,272926.000000,976911.694929
2048,6661011.956656,264302.000000,343630.150282
4096,8155095.606237,274777.000000,3912532.758350
8192,7391917.009835,299354.000000,2742675.218083
16384,7099110.041483,277878.000000,4444992.383349
32768,2245193.204018,171280.000000,1592129.643443
65536,1038423.032852,80225.000000,0.000000
