frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4441952.435424,285611.000000,0.000000
4,4106390.557081,294608.000000,0.000000
8,6500627.501550,302190.000000,0.000000
16,4896887.885543,284593.000000,0.000000
32,4745847.693341,302993.000000,0.000000
64,6389680.182754,302294.000000,0.000000
128,6496702.190659,302706.000000,0.000000
256,7326246.127616,302966.000000,0.000000
512,5718957.500733,299375.000000,0.000000
1024,5811661.199908,304443.000000,0.000000
2048,7525981.360023,296855.000000,0.000000
4096,7862123.506411,261390.000000,0.000000
8192,8145371.136775,298426.000000,0.000000
16384,6388924.551106,302251.000000,0.000000
32768,6642505.348391,305315.000000,0.000000
65536,4136120.814610,219820.000000,0.000000
