frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6120109.891978,307008.000000,0.000000
4,3548333.478869,301318.000000,0.000000
8,2805365.402094,206853.000000,0.000000
16,4474890.519894,295020.000000,0.000000
32,5238438.793762,295234.000000,0.000000
64,7793097.645855,304344.000000,0.000000
128,6858390.865196,295058.000000,0.000000
256,7354305.281424,305056.000000,0.000000
512,5892173.271074,298119.000000,0.000000
1024,5248686.326566,303976.000000,0.000000
2048,8371338.675480,305020.000000,0.000000
4096,5550763.314918,303599.000000,0.000000
8192,2831031.387015,280900.000000,0.000000
16384,8962249.136361,292896.000000,0.000000
32768,5633500.839934,256430.000000,0.000000
65536,10683313.184933,303783.000000,0.000000
