frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4565555.019953,274958.000000,239586.005752
4,3951813.564806,303268.000000,4819.074081
8,6109100.897398,303588.000000,290922.355207
16,6940137.982203,305242.000000,289604.457626
32,6898187.155263,301278.000000,48238.630868
64,5926367.907153,263646.000000,477224.766161
128,6146034.340503,302947.000000,267908.505072
256,7699614.155833,304871.000000,1020863.450368
512,7252713.341905,295487.000000,1006875.536226
1024,8495962.483929,302928.000000,527692.511579
2048,7628626.813239,286132.000000,2247770.320813
4096,5924634.657851,287346.000000,2316361.330272
8192,4855868.636864,223156.000000,669970.292391
16384,6178652.387717,243202.000000,1053432.320717
32768,6417919.613268,259519.000000,3231037.191184
65536,1701420.208663,74216.000000,1630056.050641
