frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3170395.134439,303042.000000,0.000000
4,4681846.361997,303540.000000,0.000000
8,3362561.986432,288466.000000,0.000000
16,5878365.225012,304628.000000,0.000000
32,3205519.320444,287684.000000,0.000000
64,7037306.362536,304508.000000,0.000000
128,6526352.345566,291251.000000,0.000000
256,7732698.519943,300531.000000,0.000000
512,5795265.630842,296287.000000,0.000000
1024,8106824.431796,304702.000000,0.000000
2048,7033154.359974,289425.000000,0.000000
4096,7403104.862297,302437.000000,0.000000
8192,7337900.517699,251105.000000,0.000000
16384,4766827.811698,262166.000000,0.000000
32768,6805734.496237,303043.000000,0.000000
65536,7742616.252066,244798.000000,0.000000
