frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5760596.757968,301193.000000,72.642962
4,7298817.657675,305619.000000,108.940351
8,2780323.030416,167220.000000,89679.437610
16,5703271.608371,277759.000000,141.855560
32,6914122.549358,281547.000000,141.233849
64,6170237.481293,276060.000000,13841.501400
128,8634085.293676,303567.000000,168330.913355
256,6037132.240656,257957.000000,349038.026650
512,5818783.217686,263253.000000,325342.373081
1024,4943975.864107,298504.000000,836777.983534
2048,2788932.075674,224513.000000,215265.605915
4096,4870672.226041,298864.000000,804060.734358
8192,8422737.982087,269850.000000,4608440.673786
16384,9048059.143444,272014.000000,4362380.550456
32768,10333627.420018,279064.000000,7972004.240402
65536,8465382.201169,242458.000000,7063165.360820
