frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5021894.599685,303767.000000,0.000000
4,4580695.375120,265730.000000,0.000000
8,6211699.783550,301350.000000,0.000000
16,6631111.025557,303705.000000,0.000000
32,7920547.709218,303670.000000,0.000000
64,5768044.345857,295013.000000,0.000000
128,6551053.746264,265815.000000,0.000000
256,5584508.850468,280958.000000,0.000000
512,8393297.389433,303893.000000,0.000000
1024,7939079.252565,295169.000000,0.000000
2048,7793026.313584,285465.000000,0.000000
4096,7884057.622731,286689.000000,0.000000
8192,5566870.574374,251841.000000,0.000000
16384,814059.904659,64840.000000,0.000000
32768,7848137.514884,274399.000000,0.000000
65536,5068701.807863,194373.000000,0.000000
