frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4159804.462149,248758.000000,194129.019490
4,4757861.691948,303446.000000,86.844689
8,5573195.267331,298916.000000,6494.564266
16,6602645.272889,296426.000000,121.161050
32,6691304.484626,282427.000000,15667.235525
64,7420765.341862,302130.000000,125280.235971
128,5275848.381692,249045.000000,56389.264909
256,8339684.263047,296786.000000,898415.710766
512,8122126.452892,300454.000000,1132220.965550
1024,7212850.526909,301735.000000,1000820.473279
2048,7588478.590170,303302.000000,1593616.550746
4096,5026344.529734,302416.000000,1246408.326518
8192,7545900.220890,304080.000000,932105.954318
16384,2534570.451161,127243.000000,1256410.435472
32768,7518537.948639,276055.000000,2199867.936402
65536,3954676.077061,175497.000000,614562.802220
