frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5898805.793449,304962.000000,0.000000
4,6113710.646496,306288.000000,0.000000
8,4779581.865776,303875.000000,0.000000
16,3503436.373143,231099.000000,0.000000
32,5490184.884603,299772.000000,0.000000
64,6252153.279715,286665.000000,0.000000
128,6001331.095385,294045.000000,0.000000
256,4710754.983687,303936.000000,0.000000
512,6174684.435026,299171.000000,0.000000
1024,6840736.251838,306698.000000,0.000000
2048,8442189.203633,302643.000000,0.000000
4096,3508410.973414,194583.000000,0.000000
8192,7335578.688784,301612.000000,0.000000
16384,5107963.264538,193199.000000,0.000000
32768,3860785.338181,262709.000000,0.000000
65536,1932651.686761,116278.000000,0.000000
