frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1712268.151940,245045.000000,0.000000
4,5750106.532581,305809.000000,0.000000
8,3002343.647930,299215.000000,0.000000
16,4094481.821555,214513.000000,0.000000
32,3543065.107462,201055.000000,0.000000
64,5078094.138678,297472.000000,0.000000
128,4911910.851283,279974.000000,0.000000
256,8034385.289004,301257.000000,0.000000
512,7841150.097157,304660.000000,0.000000
1024,7584626.768212,300623.000000,0.000000
2048,6769368.671731,287873.000000,0.000000
4096,6127801.112748,244504.000000,0.000000
8192,6683918.948727,302285.000000,0.000000
16384,8243059.954838,301276.000000,0.000000
32768,2456580.856432,118212.000000,0.000000
65536,10759124.488298,305925.000000,0.000000
