frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3318078.957253,224993.000000,0.000000
4,5525682.988486,292630.000000,0.000000
8,3154339.122401,284454.000000,0.000000
16,3076859.847158,231085.000000,0.000000
32,5571838.313052,299550.000000,0.000000
64,5641256.513063,298768.000000,0.000000
128,6588624.355889,308563.000000,0.000000
256,6888704.018506,302261.000000,0.000000
512,7817488.552372,303384.000000,0.000000
1024,5813433.369211,276380.000000,0.000000
2048,6011547.726724,290420.000000,0.000000
4096,5739228.661821,299470.000000,0.000000
8192,2505971.363907,205012.000000,0.000000
16384,5904457.591635,305704.000000,0.000000
32768,7490175.243109,246078.000000,0.000000
65536,11453228.699365,306516.000000,0.000000
