frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3632524.791559,217842.000000,190699.175520
4,3957219.604714,282620.000000,297.494538
8,5467775.744729,298455.000000,399.366999
16,693054.968968,60841.000000,131.958327
32,5991915.460969,305212.000000,282370.709857
64,5000503.387883,295311.000000,85013.240034
128,7014762.225707,301819.000000,231798.225487
256,7187594.457417,300203.000000,665885.490215
512,6802462.386463,303707.000000,950873.109287
1024,8256391.956583,298865.000000,1520767.236220
2048,1786524.916850,120285.000000,491882.647029
4096,6162433.111649,265470.000000,817873.515194
8192,3716185.481270,264973.000000,2032670.802746
16384,4962897.359501,302387.000000,2084914.622834
32768,8743670.357780,305238.000000,3065956.009988
65536,7420007.435507,283513.000000,4387112.293029
