frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1091303.829117,117690.000000,3486.429836
4,5225452.905423,299003.000000,87.389931
8,6406664.959001,300705.000000,22011.714926
16,4351023.247590,299837.000000,55.263008
32,6539454.526889,302442.000000,378809.554857
64,7723503.503354,303216.000000,699803.325305
128,7841812.472820,301955.000000,205687.708026
256,6949532.785261,297275.000000,727506.415795
512,5492567.296046,247098.000000,474302.376117
1024,6686190.944592,304193.000000,424962.367581
2048,4233886.460297,221916.000000,1544382.734056
4096,7103179.074975,304654.000000,2695685.634962
8192,7882063.603052,302745.000000,1845767.040069
16384,7421511.560452,290087.000000,3283273.527349
32768,3725244.720461,249701.000000,2527108.249136
65536,9386647.882334,300733.000000,6845539.862872
