frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5613259.946548,303758.000000,32641.146349
4,3369779.964264,250016.000000,15665.408517
8,5124224.859562,253360.000000,499.317534
16,3272808.818199,211497.000000,867.110143
32,4834268.643290,303313.000000,235150.567218
64,7018344.591796,294043.000000,381266.596037
128,7782747.394005,301482.000000,704680.331075
256,7364794.110342,280252.000000,22516.482052
512,8360262.827871,301177.000000,697955.033833
1024,8125117.334452,295357.000000,711749.207903
2048,7575566.662036,304800.000000,373254.436744
4096,7859228.824616,304503.000000,298111.102953
8192,3336216.077352,182103.000000,881112.891739
16384,7043086.208284,213643.000000,5143683.631048
32768,6284726.323124,179252.000000,5998578.260615
65536,11157900.858814,302839.000000,8931796.724356
