frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,515040.345980,10055.000000,13090.538759
4,402082.122169,6238.000000,5623.111416
8,718246.755494,12765.000000,14522.258089
16,1169503.809907,17544.000000,59137.552427
32,572289.344864,12995.000000,1417.645936
64,1157468.885878,19296.000000,235.959742
128,1148578.627613,17459.000000,39603.126063
256,1091098.054004,18858.000000,10669.221293
512,576143.881539,9889.000000,7677.584125
1024,1007429.413623,21010.000000,26487.132725
2048,1799636.891651,31814.000000,77376.454171
4096,1134296.585437,26249.000000,625143.888463
8192,919749.230019,16391.000000,120515.586199
16384,1045501.273034,17217.000000,338609.230376
32768,1189899.171442,17001.000000,398011.162326
65536,44834.859775,1354.000000,0.000000
