frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,167939.148941,3709.000000,739.752661
4,456704.577544,8727.000000,6739.681521
8,903816.354822,13225.000000,3642.558167
16,851298.400404,13625.000000,29096.822473
32,590697.153944,11269.000000,11524.201534
64,803269.923069,15772.000000,50324.879463
128,834454.320542,13141.000000,54510.315648
256,587609.012662,10722.000000,36052.227393
512,1093568.849977,18168.000000,89329.004668
1024,1091579.888152,19902.000000,25204.074909
2048,1042500.256739,16905.000000,70962.150757
4096,1233942.660439,22120.000000,142720.776343
8192,1593775.601407,26728.000000,117320.168185
16384,1615229.562301,35825.000000,287512.292170
32768,2184146.970812,35608.000000,1202979.154564
65536,2014744.372534,35319.000000,1192454.974494
