frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,533581.260407,12107.000000,2673.859757
4,675010.296650,10087.000000,15975.022692
8,586705.214028,8649.000000,12531.608795
16,858877.362168,13814.000000,42007.161961
32,1076038.399128,16539.000000,26130.711203
64,973863.880719,17096.000000,2936.295455
128,913746.896071,18050.000000,86619.225695
256,1131658.549856,20547.000000,105007.019213
512,1104219.507804,18895.000000,115967.076181
1024,880587.887180,14193.000000,113883.413204
2048,1275017.969298,20924.000000,79243.331271
4096,1655304.368167,25970.000000,537218.468123
8192,1324920.493361,21645.000000,177555.488011
16384,1297711.030746,21992.000000,86611.605683
32768,1997235.397008,37240.000000,1493761.978757
65536,2113197.160529,35110.000000,1448529.033031
